country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Sweden,2012,male,15-24 years,83,635011,13.07,Sweden2012,0.904,"543,880,647,757",60776,Millenials
Sweden,2012,female,15-24 years,34,602499,5.64,Sweden2012,0.904,"543,880,647,757",60776,Millenials
Sweden,2013,male,15-24 years,99,628573,15.75,Sweden2013,0.905,"578,742,001,488",64133,Millenials
Sweden,2013,female,15-24 years,48,595101,8.07,Sweden2013,0.905,"578,742,001,488",64133,Millenials
Sweden,2014,male,15-24 years,88,621210,14.17,Sweden2014,0.907,"5,738,177",62956,Millenials
Sweden,2014,female,15-24 years,36,585957,6.14,Sweden2014,0.907,"5,738,177",62956,Millenials
Sweden,2015,male,15-24 years,69,621210,11.11,Sweden2015,,"497,918,109,302",54629,Millenials
Sweden,2015,female,15-24 years,38,585957,6.49,Sweden2015,,"497,918,109,302",54629,Millenials
Sweden,2016,male,15-24 years,70,605396,11.56,Sweden2016,,"514,459,972,806",55594,Millenials
Sweden,2016,female,15-24 years,36,570983,6.3,Sweden2016,,"514,459,972,806",55594,Millenials
Switzerland,2000,male,15-24 years,79,426957,18.5,Switzerland2000,0.888,"272,055,499,941",39952,Generation X
Switzerland,2000,female,15-24 years,20,410136,4.88,Switzerland2000,0.888,"272,055,499,941",39952,Generation X
Switzerland,2001,male,15-24 years,95,432247,21.98,Switzerland2001,,"278,631,271,391",40582,Millenials
Switzerland,2001,female,15-24 years,21,414858,5.06,Switzerland2001,,"278,631,271,391",40582,Millenials
Switzerland,2002,male,15-24 years,77,432755,17.79,Switzerland2002,,"301,416,810,214",434,Millenials
Switzerland,2002,female,15-24 years,28,420181,6.66,Switzerland2002,,"301,416,810,214",434,Millenials
Switzerland,2003,male,15-24 years,79,435746,18.13,Switzerland2003,,"352,914,820,747",50639,Millenials
Switzerland,2003,female,15-24 years,21,423129,4.96,Switzerland2003,,"352,914,820,747",50639,Millenials
Switzerland,2004,male,15-24 years,64,441485,14.5,Switzerland2004,,"394,163,688,621",56123,Millenials
Switzerland,2004,female,15-24 years,21,428412,4.9,Switzerland2004,,"394,163,688,621",56123,Millenials
Switzerland,2005,male,15-24 years,69,446784,15.44,Switzerland2005,0.904,"408,689,353,999",57790,Millenials
Switzerland,2005,female,15-24 years,23,432571,5.32,Switzerland2005,0.904,"408,689,353,999",57790,Millenials
Switzerland,2006,male,15-24 years,64,451849,14.16,Switzerland2006,,"430,921",60536,Millenials
Switzerland,2006,female,15-24 years,23,436450,5.27,Switzerland2006,,"430,921",60536,Millenials
Switzerland,2007,male,15-24 years,74,457991,16.16,Switzerland2007,,"479,913,034,322",66807,Millenials
Switzerland,2007,female,15-24 years,36,441640,8.15,Switzerland2007,,"479,913,034,322",66807,Millenials
Switzerland,2008,male,15-24 years,64,465273,13.76,Switzerland2008,,"554,363,487,120",76202,Millenials
Switzerland,2008,female,15-24 years,29,447843,6.48,Switzerland2008,,"554,363,487,120",76202,Millenials
Switzerland,2009,male,15-24 years,75,470230,15.95,Switzerland2009,,"541,506,500,414",73529,Millenials
Switzerland,2009,female,15-24 years,20,452598,4.42,Switzerland2009,,"541,506,500,414",73529,Millenials
Switzerland,2010,male,15-24 years,47,472649,9.94,Switzerland2010,0.924,"583,782,977,866",78474,Millenials
Switzerland,2010,female,15-24 years,15,455057,3.3,Switzerland2010,0.924,"583,782,977,866",78474,Millenials
Switzerland,2011,male,15-24 years,67,478339,14.01,Switzerland2011,0.925,"699,579,638,638",93053,Millenials
Switzerland,2011,female,15-24 years,15,459710,3.26,Switzerland2011,0.925,"699,579,638,638",93053,Millenials
Switzerland,2012,male,15-24 years,65,479646,13.55,Switzerland2012,0.927,"668,043,614,123",87951,Millenials
Switzerland,2012,female,15-24 years,10,460498,2.17,Switzerland2012,0.927,"668,043,614,123",87951,Millenials
Switzerland,2013,male,15-24 years,52,480011,10.83,Switzerland2013,0.928,"688,504,173,431",89634,Millenials
Switzerland,2013,female,15-24 years,17,460483,3.69,Switzerland2013,0.928,"688,504,173,431",89634,Millenials
Switzerland,2014,male,15-24 years,48,488444,9.83,Switzerland2014,0.93,"709,182,559,935",90809,Millenials
Switzerland,2014,female,15-24 years,14,468004,2.99,Switzerland2014,0.93,"709,182,559,935",90809,Millenials
Switzerland,2015,male,15-24 years,62,482708,12.84,Switzerland2015,,"679,289,166,858",86068,Millenials
Switzerland,2015,female,15-24 years,20,462559,4.32,Switzerland2015,,"679,289,166,858",86068,Millenials
Australia,2000,male,25-34 years,466,1430700,32.57,Australia2000,0.898,"415,034,227,218",232,Generation X
Australia,2000,female,25-34 years,106,1445332,7.33,Australia2000,0.898,"415,034,227,218",232,Generation X
Australia,2001,male,25-34 years,489,1427829,34.25,Australia2001,,"378,215,090,694",20860,Generation X
Australia,2001,female,25-34 years,109,1445867,7.54,Australia2001,,"378,215,090,694",20860,Generation X
Australia,2002,male,25-34 years,452,1433165,31.54,Australia2002,,"394,486,709,920",21474,Generation X
Australia,2002,female,25-34 years,103,1444148,7.13,Australia2002,,"394,486,709,920",21474,Generation X
Australia,2003,male,25-34 years,394,1437607,27.41,Australia2003,,"466,294,700,058",25059,Generation X
Australia,2003,female,25-34 years,106,1444160,7.34,Australia2003,,"466,294,700,058",25059,Generation X
Australia,2004,male,25-34 years,386,14413,26.78,Australia2004,,61,32454,Generation X
Australia,2004,female,25-34 years,82,1446557,5.67,Australia2004,,61,32454,Generation X
Australia,2006,male,25-34 years,277,1442942,,Australia2006,,"745,521,862,833",39014,Generation X
Australia,2006,female,25-34 years,74,1444570,5.12,Australia2006,,"745,521,862,833",39014,Generation X
Australia,2007,male,25-34 years,341,1470431,23,Australia2007,,85,43171,Generation X
Australia,2007,female,25-34 years,90,1460752,6.16,Australia2007,,85,43171,Generation X
Australia,2008,male,25-34 years,354,1512033,23.41,Australia2008,,"1,052,584,601,611",52315,Generation X
Australia,2008,female,25-34 years,90,1494968,6.02,Australia2008,,"1,052,584,601,611",52315,Generation X
Australia,2009,male,25-34 years,336,1567118,21.44,Australia2009,,"926,448,240,318",45128,Generation X
Australia,2009,female,25-34 years,103,1541393,6.68,Australia2009,,"926,448,240,318",45128,Generation X
Australia,2010,male,25-34 years,311,1606526,,Australia2010,0.927,"1,144,260,547,873",54887,Generation X
Australia,2010,female,25-34 years,94,1579905,5.95,Australia2010,0.927,"1,144,260,547,873",54887,Generation X
Australia,2011,male,25-34 years,347,1610295,21.55,Australia2011,0.93,"1,394,280,784,778",66770,Millenials
Australia,2011,female,25-34 years,85,1584036,5.37,Australia2011,0.93,"1,394,280,784,778",66770,Millenials
Australia,2012,male,25-34 years,351,1657638,21.17,Australia2012,0.932,"1,543,411,012,580",72669,Millenials
Australia,2012,female,25-34 years,98,1630077,6.01,Australia2012,0.932,"1,543,411,012,580",72669,Millenials
Australia,2013,male,25-34 years,329,1702401,,Australia2013,0.933,"1,573,696,522,007",72856,Millenials
Australia,2013,female,25-34 years,95,1676648,5.67,Australia2013,0.933,"1,573,696,522,007",72856,Millenials
Australia,2014,male,25-34 years,404,1730968,23.34,Australia2014,0.935,"1,464,955,475,994",66809,Millenials
Australia,2014,female,25-34 years,1,1716803,6.93,Australia2014,0.935,"1,464,955,475,994",66809,Millenials
Australia,2015,male,25-34 years,423,1762265,24,Australia2015,,"1,349,034,029,453",60656,Millenials
Australia,2015,female,25-34 years,1,1747715,6.81,Australia2015,,"1,349,034,029,453",60656,Millenials
Canada,2000,male,25-34 years,484,2226742,21.74,Canada2000,0.867,"742,293,448,253",25589,Generation X
Canada,2000,female,25-34 years,1,2177984,5.46,Canada2000,0.867,"742,293,448,253",25589,Generation X
Canada,2001,male,25-34 years,500,2182409,22.91,Canada2001,,"736,379,777,893",25165,Generation X
Canada,2001,female,25-34 years,114,2130957,5.35,Canada2001,,"736,379,777,893",25165,Generation X
Canada,2002,male,25-34 years,466,2,21.24,Canada2002,,"757,950,678,647",25570,Generation X
Canada,2002,female,25-34 years,124,2142391,5.79,Canada2002,,"757,950,678,647",25570,Generation X
Canada,2003,male,25-34 years,426,2205120,,Canada2003,,"892,380,986,368",29787,Generation X
Canada,2003,female,25-34 years,114,215,5.3,Canada2003,,"892,380,986,368",29787,Generation X
Canada,2004,male,25-34 years,477,2220407,21.48,Canada2004,,"1,023",33787,Generation X
Canada,2004,female,25-34 years,114,2169563,5.25,Canada2004,,"1,023",33787,Generation X
Canada,2005,male,25-34 years,415,2236320,18.56,Canada2005,0.892,"1,169,357,979,865",38218,Generation X
Canada,2005,female,25-34 years,96,2188897,4.39,Canada2005,0.892,"1,169,357,979,865",38218,Generation X
Canada,2006,male,25-34 years,362,2220384,16.3,Canada2006,,"1,315,415",42566,Generation X
Canada,2006,female,25-34 years,118,2177957,5.42,Canada2006,,"1,315,415",42566,Generation X
Canada,2007,male,25-34 years,404,2250433,17.95,Canada2007,,"1,464,977",46890,Generation X
Canada,2007,female,25-34 years,113,2212210,5.11,Canada2007,,"1,464,977",46890,Generation X
Canada,2008,male,25-34 years,395,2286010,17.28,Canada2008,,"1,549,131,208,997",49041,Generation X
Canada,2008,female,25-34 years,118,2251723,5.24,Canada2008,,"1,549,131,208,997",49041,Generation X
Canada,2009,male,25-34 years,437,2325144,18.79,Canada2009,,"1,371,153,004,986",42933,Generation X
Canada,2009,female,25-34 years,1,2293665,5,Canada2009,,"1,371,153,004,986",42933,Generation X
Canada,2010,male,25-34 years,409,2366854,17.28,Canada2010,0.903,"1,613,464,422,811",49974,Generation X
Canada,2010,female,25-34 years,154,2335884,6.59,Canada2010,0.903,"1,613,464,422,811",49974,Generation X
Canada,2011,male,25-34 years,410,2400784,17.08,Canada2011,0.909,"1,788,647,906,048",54841,Millenials
Canada,2011,female,25-34 years,134,2370185,5.65,Canada2011,0.909,"1,788,647,906,048",54841,Millenials
Canada,2012,male,25-34 years,4,2431632,17.23,Canada2012,0.91,"1,824,288,757,448",55347,Millenials
Canada,2012,female,25-34 years,129,2403433,5.37,Canada2012,0.91,"1,824,288,757,448",55347,Millenials
Canada,2013,male,25-34 years,439,2456335,17.87,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Canada,2013,female,25-34 years,135,2433660,5.55,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Denmark,2000,male,25-34 years,61,403105,15.13,Denmark2000,0.862,"164,158,800,460",32841,Generation X
Denmark,2000,female,25-34 years,16,389550,4.11,Denmark2000,0.862,"164,158,800,460",32841,Generation X
Denmark,2001,male,25-34 years,58,394591,14.7,Denmark2001,,"164,791,416,350",32837,Generation X
Denmark,2001,female,25-34 years,9,383262,2.35,Denmark2001,,"164,791,416,350",32837,Generation X
Denmark,2002,male,25-34 years,64,383869,16.67,Denmark2002,,"178,635,160,297",35435,Generation X
Denmark,2002,female,25-34 years,11,374887,2.93,Denmark2002,,"178,635,160,297",35435,Generation X
Denmark,2003,male,25-34 years,48,376343,12.75,Denmark2003,,"218,095,997,085",43129,Generation X
Denmark,2003,female,25-34 years,,369080,5.15,Denmark2003,,"218,095,997,085",43129,Generation X
Denmark,2004,male,25-34 years,60,369973,16.22,Denmark2004,,"251,373,036,671",49552,Generation X
Denmark,2004,female,25-34 years,,364710,5.21,Denmark2004,,"251,373,036,671",49552,Generation X
Denmark,2005,male,25-34 years,53,364110,14.56,Denmark2005,0.902,"264,467,308,109",5,Generation X
Denmark,2005,female,25-34 years,10,360100,2.78,Denmark2005,0.902,"264,467,308,109",5,Generation X
Denmark,2006,male,25-34 years,52,355908,14.61,Denmark2006,,"282,884,912,894",55354,Generation X
Denmark,2006,female,25-34 years,15,353444,4.24,Denmark2006,,"282,884,912,894",55354,Generation X
Denmark,2007,male,25-34 years,56,347246,16.13,Denmark2007,,3,62229,Generation X
Denmark,2007,female,25-34 years,15,345418,4.34,Denmark2007,,3,62229,Generation X
Denmark,2008,male,25-34 years,48,341329,14.06,Denmark2008,,"353,361,056,080",68447,Generation X
Denmark,2008,female,25-34 years,9,338992,2.65,Denmark2008,,"353,361,056,080",68447,Generation X
Denmark,2009,male,25-34 years,36,335963,10.72,Denmark2009,,"321,241,396,034",61863,Generation X
Denmark,2009,female,25-34 years,13,334052,3.89,Denmark2009,,"321,241,396,034",61863,Generation X
Denmark,2010,male,25-34 years,43,329780,13.04,Denmark2010,0.908,32,61711,Generation X
Denmark,2010,female,25-34 years,6,327722,1.83,Denmark2010,0.908,32,61711,Generation X
Denmark,2011,male,25-34 years,35,326633,10.72,Denmark2011,0.92,"344,003,209,696",65598,Millenials
Denmark,2011,female,25-34 years,12,323639,3.71,Denmark2011,0.92,"344,003,209,696",65598,Millenials
Denmark,2012,male,25-34 years,31,326746,9.49,Denmark2012,0.921,"327,148,899,962",62071,Millenials
Denmark,2012,female,25-34 years,11,322504,3.41,Denmark2012,0.921,"327,148,899,962",62071,Millenials
Denmark,2013,male,25-34 years,33,328,10.06,Denmark2013,0.923,"343,584,385,594",64831,Millenials
Denmark,2013,female,25-34 years,16,3228,4.96,Denmark2013,0.923,"343,584,385,594",64831,Millenials
Denmark,2014,male,25-34 years,43,333712,12.89,Denmark2014,0.923,"352,993,633,221",66114,Millenials
Denmark,2014,female,25-34 years,7,325866,2.15,Denmark2014,0.923,"352,993,633,221",66114,Millenials
Denmark,2015,male,25-34 years,30,342769,8.75,Denmark2015,,"301,298,464,861",55972,Millenials
Denmark,2015,female,25-34 years,15,331400,4.53,Denmark2015,,"301,298,464,861",55972,Millenials
Finland,2000,male,25-34 years,156,335796,46.46,Finland2000,0.857,"125,539,893,127",25716,Generation X
Finland,2000,female,25-34 years,41,321757,12.74,Finland2000,0.857,"125,539,893,127",25716,Generation X
Finland,2001,male,25-34 years,156,332298,46.95,Finland2001,,"129,250,111,857",26383,Generation X
Finland,2001,female,25-34 years,23,317879,7.24,Finland2001,,"129,250,111,857",26383,Generation X
Finland,2002,male,25-34 years,124,329350,37.65,Finland2002,,"139,552,983,249",28390,Generation X
Finland,2002,female,25-34 years,30,314846,9.53,Finland2002,,"139,552,983,249",28390,Generation X
Finland,2003,male,25-34 years,111,326748,33.97,Finland2003,,"171,071,106,095",34701,Generation X
Finland,2003,female,25-34 years,25,312105,8.01,Finland2003,,"171,071,106,095",34701,Generation X
Finland,2004,male,25-34 years,1,325806,36.52,Finland2004,,,39793,Generation X
Finland,2004,female,25-34 years,30,311087,9.64,Finland2004,,,39793,Generation X
Finland,2005,male,25-34 years,99,326851,30.29,Finland2005,0.869,"204,436,015,421",41202,Generation X
Finland,2005,female,25-34 years,32,311835,10.26,Finland2005,0.869,"204,436,015,421",41202,Generation X
Finland,2006,male,25-34 years,113,329601,34.28,Finland2006,,"216,552,502,823",43487,Generation X
Finland,2006,female,25-34 years,33,313759,10.52,Finland2006,,"216,552,502,823",43487,Generation X
Finland,2007,male,25-34 years,101,334628,30.18,Finland2007,,"255,384,615,385",51089,Generation X
Finland,2007,female,25-34 years,24,317967,7.55,Finland2007,,"255,384,615,385",51089,Generation X
Finland,2008,male,25-34 years,116,342053,33.91,Finland2008,,"283,742,493,042",56521,Generation X
Finland,2008,female,25-34 years,32,324511,9.86,Finland2008,,"283,742,493,042",56521,Generation X
Finland,2009,male,25-34 years,121,348421,34.73,Finland2009,,"251,499,027,508",49878,Generation X
Finland,2009,female,25-34 years,40,330127,12.12,Finland2009,,"251,499,027,508",49878,Generation X
Finland,2010,male,25-34 years,1,351262,33.88,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2010,female,25-34 years,37,332711,11.12,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2011,male,25-34 years,105,352092,29.82,Finland2011,0.881,"273,674,236,773",53809,Millenials
Finland,2011,female,25-34 years,26,333422,7.8,Finland2011,0.881,"273,674,236,773",53809,Millenials
Finland,2012,male,25-34 years,91,352467,25.82,Finland2012,0.882,"256,706,466,091",50232,Millenials
Finland,2012,female,25-34 years,27,333404,8.1,Finland2012,0.882,"256,706,466,091",50232,Millenials
Finland,2013,male,25-34 years,131,353828,37.02,Finland2013,0.882,"269,980,111,643",52572,Millenials
Finland,2013,female,25-34 years,31,334557,9.27,Finland2013,0.882,"269,980,111,643",52572,Millenials
Finland,2014,male,25-34 years,110,356059,30.89,Finland2014,0.883,"272,609,288,690",52832,Millenials
Finland,2014,female,25-34 years,37,336774,10.99,Finland2014,0.883,"272,609,288,690",52832,Millenials
Finland,2015,male,25-34 years,92,357334,25.75,Finland2015,,"232,464,833,066",44862,Millenials
Finland,2015,female,25-34 years,30,337446,8.89,Finland2015,,"232,464,833,066",44862,Millenials
Iceland,2000,male,25-34 years,13,20851,62.35,Iceland2000,0.859,"8,927,140,438",34372,Generation X
Iceland,2000,female,25-34 years,0,20451,0,Iceland2000,0.859,"8,927,140,438",34372,Generation X
Iceland,2001,male,25-34 years,5,211,23.68,Iceland2001,,"8,136,345,144",30850,Generation X
Iceland,2001,female,25-34 years,2,20597,9.71,Iceland2001,,"8,136,345,144",30850,Generation X
Iceland,2002,male,25-34 years,7,20997,33.34,Iceland2002,,"9,207,689,916",34556,Generation X
Iceland,2002,female,25-34 years,2,20483,9.76,Iceland2002,,"9,207,689,916",34556,Generation X
Iceland,2003,female,25-34 years,1,20281,4.93,Iceland2003,,"11,316,441,660",42174,Generation X
Iceland,2003,male,25-34 years,1,20791,4.81,Iceland2003,,"11,316,441,660",42174,Generation X
Iceland,2004,female,25-34 years,4,20526,,Iceland2004,,"13,722,824,251",50528,Generation X
Iceland,2004,male,25-34 years,4,21106,18.95,Iceland2004,,"13,722,824,251",50528,Generation X
Iceland,2005,male,25-34 years,6,21570,27.82,Iceland2005,0.889,"16,691,490,114",60712,Generation X
Iceland,2005,female,25-34 years,0,20904,0,Iceland2005,0.889,"16,691,490,114",60712,Generation X
Iceland,2006,male,25-34 years,2,23135,8.64,Iceland2006,,"17,048,647,568",60243,Generation X
Iceland,2006,female,25-34 years,1,21650,4.62,Iceland2006,,"17,048,647,568",60243,Generation X
Iceland,2007,male,25-34 years,6,24445,24.54,Iceland2007,,213,73590,Generation X
Iceland,2007,female,25-34 years,2,22098,9.05,Iceland2007,,213,73590,Generation X
Iceland,2008,male,25-34 years,5,25691,,Iceland2008,,"17,658,408,759",59489,Generation X
Iceland,2008,female,25-34 years,2,22818,8.77,Iceland2008,,"17,658,408,759",59489,Generation X
Iceland,2009,male,25-34 years,6,24715,24.28,Iceland2009,,"12,944,114,736",43700,Generation X
Iceland,2009,female,25-34 years,0,22959,0,Iceland2009,,"12,944,114,736",43700,Generation X
Iceland,2010,male,25-34 years,8,23610,33.88,Iceland2010,0.892,"13,310,567,803",45179,Generation X
Iceland,2010,female,25-34 years,1,22558,4.43,Iceland2010,0.892,"13,310,567,803",45179,Generation X
Iceland,2011,male,25-34 years,5,23085,21.66,Iceland2011,0.896,"14,732,689,535",49861,Millenials
Iceland,2011,female,25-34 years,1,22337,4.48,Iceland2011,0.896,"14,732,689,535",49861,Millenials
Iceland,2012,male,25-34 years,7,22931,30.53,Iceland2012,0.897,"14,292,008,745",48083,Millenials
